Geneid	Chr	Start	End	Strand	Length	Starch_S232	Starch_S235	Fat_S238	Starch_S233	Fat_S237	Starch_S231	Fat_S239	Fat_S236	Fat_S240
galS	U00096.3	2240628	2241668	-	1041	12	16	21	9	11	14	9	19	11
yeiB	U00096.3	2241810	2242967	-	1158	0	0	2	1	0	1	1	2	4
folE	U00096.3	2242984	2243652	-	669	17	18	15	11	19	13	26	15	9
yeiG	U00096.3	2243910	2244746	+	837	9	3	6	1	0	2	2	3	2
cirA	U00096.3	2244778	2246769	-	1992	14	6	6	14	9	5	10	11	3
lysP	U00096.3	2247063	2248532	-	1470	12	14	11	8	11	8	11	8	15
yeiE	U00096.3	2248737	2249618	-	882	6	7	9	8	4	8	2	2	2
yeiH	U00096.3	2249717	2250766	+	1050	15	18	24	20	14	19	17	20	24
nfo	U00096.3	2250840	2251697	+	858	22	14	17	14	23	14	9	20	17
yeiI	U00096.3	2251700	2252788	+	1089	5	11	10	9	12	9	12	7	10
nupX	U00096.3	2252895	2254145	-	1251	1	4	1	2	0	2	4	4	2
rihB	U00096.3	2254245	2255186	-	942	3	0	0	0	0	0	0	1	0
yeiL	U00096.3	2255355	2256014	+	660	1	2	2	0	0	1	1	0	0
psuT	U00096.3	2256085	2257335	-	1251	2	6	5	5	1	5	0	3	4
psuG	U00096.3	2257429	2258367	-	939	1	2	0	1	0	5	4	0	2
psuK	U00096.3	2258355	2259296	-	942	5	4	3	4	2	2	9	3	2
fruA	U00096.3	2259719	2261410	-	1692	38	26	110	28	125	44	106	109	111
fruK	U00096.3	2261427	2262365	-	939	66	71	173	67	194	76	172	198	186
fruB	U00096.3	2262365	2263495	-	1131	35	35	136	35	128	44	126	144	140
setB	U00096.3	2263863	2265044	+	1182	5	4	3	7	4	2	5	2	0
yeiW	U00096.3	2265041	2265295	-	255	1	1	0	0	0	1	1	0	0
yeiP	U00096.3	2265450	2266022	+	573	14	10	19	7	10	9	11	14	20
yeiQ	U00096.3	2266245	2267711	+	1467	13	18	14	16	4	21	11	11	11
yeiR	U00096.3	2267829	2268815	+	987	2	2	0	3	0	2	0	1	0
lpxT	U00096.3	2268854	2269567	+	714	2	1	4	0	1	3	1	0	0
mepS	U00096.3	2269979	2270545	+	567	38	25	41	29	33	38	44	37	45
pdeN	U00096.3	2270726	2272282	+	1557	16	24	11	11	4	10	9	13	13
yejA	U00096.3	2272364	2274178	+	1815	6	6	12	10	4	12	5	2	10
yejB	U00096.3	2274179	2275273	+	1095	2	1	0	0	0	7	0	1	0
yejE	U00096.3	2275273	2276298	+	1026	1	1	1	0	1	1	0	4	1
yejF	U00096.3	2276300	2277889	+	1590	11	12	16	10	3	11	9	8	11
yejG	U00096.3	2277893	2278237	-	345	90	106	117	108	42	76	49	47	49
bcr	U00096.3	2278570	2279760	-	1191	8	4	1	7	2	3	1	5	3
rsuA	U00096.3	2279788	2280483	-	696	41	38	58	47	53	59	48	53	56
radD	U00096.3	2280632	2282392	+	1761	9	19	7	7	2	6	6	6	11
rplY	U00096.3	2282517	2282801	+	285	293	275	347	313	226	284	278	290	304
yejK	U00096.3	2282940	2283947	-	1008	10	12	9	11	12	21	10	14	19
yejL	U00096.3	2284129	2284356	+	228	61	53	81	73	55	73	69	75	77
yejM	U00096.3	2284376	2286136	+	1761	19	39	37	33	31	30	26	32	29
proL	U00096.3	2286211	2286287	+	77	0	0	1	0	0	0	1	0	0
insH-8	U00096.3	2289065	2290081	-	1017	14	10	14	15	15	12	15	11	17
narP	U00096.3	2290500	2291147	+	648	202	191	214	211	168	176	181	181	220
ccmH	U00096.3	2291358	2292410	-	1053	12	12	10	21	3	10	12	13	16
ccmG	U00096.3	2292407	2292964	-	558	1	1	1	1	0	1	0	0	0
ccmF	U00096.3	2292961	2294904	-	1944	2	3	2	3	0	1	1	2	2
ccmE	U00096.3	2294901	2295380	-	480	2	3	4	1	3	4	2	3	4
ccmD	U00096.3	2295377	2295586	-	210	0	0	2	0	2	0	0	1	0
ccmC	U00096.3	2295583	2296320	-	738	5	0	4	3	5	5	2	3	2
ccmB	U00096.3	2296362	2297024	-	663	2	6	6	0	3	1	3	3	2
ccmA	U00096.3	2297021	2297644	-	624	25	25	27	24	17	28	16	27	21
napC	U00096.3	2297657	2298259	-	603	349	336	338	334	298	332	335	312	324
napB	U00096.3	2298269	2298718	-	450	6	8	7	11	8	11	8	13	8
napH	U00096.3	2298715	2299578	-	864	1	2	6	3	3	3	5	4	1
napG	U00096.3	2299565	2300260	-	696	2	1	2	1	0	0	2	3	0
napA	U00096.3	2300267	2302753	-	2487	13	14	11	16	12	6	6	10	7
napD	U00096.3	2302750	2303013	-	264	6	2	8	8	4	4	1	5	5
napF	U00096.3	2303003	2303497	-	495	5	3	3	6	5	5	2	4	4
yojO	U00096.3	2303606	2303770	+	165	3	1	1	3	3	1	1	1	0
eco	U00096.3	2303905	2304393	+	489	17	9	14	15	15	7	12	14	11
mqo	U00096.3	2305108	2306754	-	1647	10	4	5	3	2	2	0	6	4
yojI	U00096.3	2306972	2308615	-	1644	6	7	8	10	4	6	2	4	4
alkB	U00096.3	2308691	2309341	-	651	4	1	1	1	3	7	1	1	2
ada	U00096.3	2309341	2310405	-	1065	14	8	8	12	10	13	6	3	7
ftp	U00096.3	2310479	2311534	-	1056	4	5	2	2	2	2	2	1	2
ompC	U00096.3	2311646	2312749	-	1104	213	234	249	226	206	203	235	261	270
micF	U00096.3	2313084	2313176	+	93	6	10	12	6	2	14	3	15	12
rcsD	U00096.3	2313488	2316160	+	2673	67	65	75	43	46	58	53	49	56
rcsB	U00096.3	2316177	2316827	+	651	93	124	120	99	74	99	76	103	103
rcsC	U00096.3	2317027	2319876	-	2850	12	16	19	17	11	7	11	11	15
atoS	U00096.3	2320043	2321869	+	1827	27	22	29	23	15	23	27	26	26
atoC	U00096.3	2321866	2323251	+	1386	14	10	14	17	9	17	9	11	23
atoD	U00096.3	2323447	2324109	+	663	1	2	1	2	3	3	0	0	1
atoA	U00096.3	2324109	2324759	+	651	1	1	0	1	1	0	1	0	0
atoE	U00096.3	2324756	2326078	+	1323	5	2	4	11	5	1	2	1	4
atoB	U00096.3	2326109	2327293	+	1185	2	8	9	1	1	3	6	3	4
yfaP	U00096.3	2327367	2328143	-	777	9	10	8	9	4	4	4	11	4
yfaQ	U00096.3	2328148	2329797	-	1650	6	0	3	2	0	3	1	1	1
yfaT	U00096.3	2334336	2334959	-	624	0	4	3	2	2	0	0	3	1
yfaA	U00096.3	2334956	2336644	-	1689	1	3	10	4	3	3	4	7	4
gyrA	U00096.3	2336793	2339420	-	2628	83	92	81	65	62	71	75	92	74
ubiG	U00096.3	2339567	2340289	+	723	12	9	4	2	4	6	6	1	10
yfaL	U00096.3	2340417	2344169	-	3753	8	10	11	15	2	7	3	7	11
ypaB	U00096.3	2344594	2344737	-	144	0	0	0	0	0	0	0	0	0
nrdA	U00096.3	2344865	2347150	+	2286	14	10	23	10	10	16	22	18	25
nrdB	U00096.3	2347384	2348514	+	1131	53	41	40	40	44	41	45	65	45
yfaE	U00096.3	2348514	2348768	+	255	0	1	3	2	2	2	1	2	3
inaA	U00096.3	2348822	2349472	-	651	78	101	105	107	45	88	61	55	79
glpQ	U00096.3	2349935	2351011	-	1077	92	65	76	69	39	71	56	59	59
glpT	U00096.3	2351016	2352374	-	1359	6	9	12	3	10	8	8	10	8
glpA	U00096.3	2352647	2354275	+	1629	3	4	4	1	0	1	6	1	0
glpB	U00096.3	2354265	2355524	+	1260	8	2	5	4	4	6	3	3	3
glpC	U00096.3	2355521	2356711	+	1191	20	6	4	10	4	5	4	6	3
rpnE	U00096.3	2356904	2357803	+	900	5	3	3	1	3	5	1	3	2
yfaU	U00096.3	2358042	2358845	-	804	2	4	4	6	4	4	5	2	3
yfaV	U00096.3	2358863	2360152	-	1290	1	3	2	0	1	0	1	3	1
rhmD	U00096.3	2360209	2361414	-	1206	1	2	5	4	1	6	1	4	1
yfaX	U00096.3	2361429	2362211	-	783	2	0	3	3	2	0	5	3	2
yfaY	U00096.3	2362431	2363633	-	1203	5	4	6	7	1	6	6	5	3
yfaZ	U00096.3	2363733	2364275	-	543	2	2	1	0	1	0	1	1	0
nudI	U00096.3	2364554	2364979	+	426	0	1	0	0	0	0	2	0	0
ais	U00096.3	2365018	2365620	-	603	0	1	1	0	0	0	1	0	0
arnB	U00096.3	2365910	2367067	+	1158	4	2	1	1	1	6	0	0	0
arnC	U00096.3	2367071	2368039	+	969	1	1	1	2	1	0	0	0	1
arnA	U00096.3	2368039	2370021	+	1983	5	9	8	7	1	4	5	9	4
arnD	U00096.3	2370018	2370908	+	891	3	3	2	1	1	1	0	3	3
arnT	U00096.3	2370908	2372560	+	1653	3	2	2	4	5	4	0	0	1
arnE	U00096.3	2372557	2372892	+	336	2	0	0	0	0	0	0	2	0
arnF	U00096.3	2372892	2373278	+	387	3	1	3	0	2	2	2	1	2
pmrD	U00096.3	2373272	2373538	-	267	3	1	0	0	1	4	0	0	0
menE	U00096.3	2373648	2375003	-	1356	2	5	5	6	3	4	3	1	5
menC	U00096.3	2375000	2375962	-	963	0	4	3	2	0	4	1	2	0
menB	U00096.3	2375962	2376819	-	858	17	8	11	7	7	11	17	11	15
menH	U00096.3	2376834	2377592	-	759	10	11	12	6	4	11	12	9	16
menD	U00096.3	2377589	2379259	-	1671	15	8	18	7	7	8	12	11	13
menF	U00096.3	2379348	2380643	-	1296	15	12	5	8	11	14	11	10	10
elaB	U00096.3	2380722	2381027	-	306	11	11	10	8	4	7	11	8	7
elaA	U00096.3	2381082	2381543	-	462	7	3	2	3	3	3	2	0	2
rbn	U00096.3	2381608	2382525	+	918	5	11	10	9	6	4	6	11	7
elaD	U00096.3	2382713	2383924	+	1212	3	4	1	4	2	2	5	2	2
yfbK	U00096.3	2383995	2385722	-	1728	2	4	6	1	2	6	2	2	5
yfbL	U00096.3	2385860	2386831	+	972	0	3	0	1	1	0	1	1	0
yfbM	U00096.3	2386934	2387437	+	504	0	0	0	2	1	1	1	1	0
yfbN	U00096.3	2387710	2388426	-	717	0	0	0	1	0	0	0	0	0
yfbO	U00096.3	2388635	2389057	+	423	1	1	0	0	0	0	2	0	1
yfbP	U00096.3	2389116	2389964	+	849	4	2	3	9	3	3	4	2	5
nuoN	U00096.3	2390048	2391505	-	1458	60	46	55	45	37	50	46	42	55
nuoM	U00096.3	2391512	2393041	-	1530	111	73	106	86	71	75	83	79	97
nuoL	U00096.3	2393205	2395046	-	1842	5	14	11	14	14	12	10	17	10
nuoK	U00096.3	2395043	2395345	-	303	5	6	3	8	3	1	5	7	1
nuoJ	U00096.3	2395342	2395896	-	555	10	3	7	3	5	6	7	14	3
nuoI	U00096.3	2395908	2396450	-	543	2	8	3	3	2	2	3	8	4
nuoH	U00096.3	2396465	2397442	-	978	10	5	11	7	7	6	9	12	5
nuoG	U00096.3	2397439	2400165	-	2727	26	35	30	21	26	29	23	26	28
nuoF	U00096.3	2400218	2401555	-	1338	19	9	15	10	10	11	9	8	13
nuoE	U00096.3	2401552	2402052	-	501	27	28	39	42	27	25	28	33	26
nuoC	U00096.3	2402055	2403845	-	1791	33	28	50	41	40	32	33	41	33
nuoB	U00096.3	2403951	2404613	-	663	6	6	11	5	4	4	11	9	8
nuoA	U00096.3	2404629	2405072	-	444	19	17	27	27	21	23	26	20	27
lrhA	U00096.3	2405703	2406641	-	939	545	493	613	556	421	487	393	438	448
alaA	U00096.3	2407561	2408778	+	1218	49	49	72	46	29	38	41	45	55
yfbR	U00096.3	2408862	2409461	+	600	8	7	3	13	8	9	8	3	12
yfbS	U00096.3	2409520	2411352	-	1833	7	4	10	8	4	6	4	4	2
hxpA	U00096.3	2411439	2412089	-	651	9	10	17	9	10	11	5	10	5
yfbU	U00096.3	2412100	2412594	-	495	12	15	8	12	6	9	12	9	13
yfbV	U00096.3	2412677	2413132	-	456	18	18	19	19	9	24	18	19	23
ackA	U00096.3	2413470	2414672	+	1203	131	111	152	118	102	94	86	102	134
pta	U00096.3	2414747	2416891	+	2145	51	29	46	45	49	39	41	43	37
yfcC	U00096.3	2417081	2418601	+	1521	2	2	4	5	4	6	5	9	4
yfcD	U00096.3	2418634	2419176	-	543	36	46	47	48	34	50	24	41	52
yfcE	U00096.3	2419234	2419788	-	555	9	20	23	18	8	13	15	18	13
yfcF	U00096.3	2419841	2420485	-	645	2	5	0	1	6	4	2	1	2
yfcG	U00096.3	2420621	2421268	+	648	13	7	6	14	7	7	4	4	13
folX	U00096.3	2421325	2421687	+	363	10	15	11	16	4	8	10	5	7
yfcH	U00096.3	2421708	2422601	+	894	56	45	59	44	35	56	45	39	30
rpnB	U00096.3	2422649	2423539	-	891	20	24	17	6	12	19	19	19	16
hisP	U00096.3	2423736	2424509	-	774	1	2	1	1	3	3	1	2	1
hisM	U00096.3	2424517	2425233	-	717	2	3	2	0	3	1	2	2	5
hisQ	U00096.3	2425230	2425916	-	687	4	7	1	1	2	3	4	3	2
hisJ	U00096.3	2426006	2426788	-	783	24	19	33	14	16	21	9	16	17
argT	U00096.3	2427009	2427791	-	783	0	3	5	6	3	4	2	0	4
ubiX	U00096.3	2428057	2428626	-	570	4	5	8	3	3	2	3	3	3
purF	U00096.3	2428721	2430238	-	1518	40	35	54	35	47	55	32	36	38
cvpA	U00096.3	2430275	2430763	-	489	8	15	9	5	6	10	9	8	15
dedD	U00096.3	2431022	2431684	-	663	19	13	12	13	11	6	22	9	9
folC	U00096.3	2431674	2432942	-	1269	15	22	22	16	20	16	22	17	15
accD	U00096.3	2433012	2433926	-	915	10	10	24	11	11	12	24	19	16
dedA	U00096.3	2434082	2434741	-	660	12	13	12	12	14	6	18	17	12
truA	U00096.3	2434824	2435636	-	813	21	25	21	35	25	21	19	27	31
usg	U00096.3	2435636	2436649	-	1014	6	8	3	4	1	8	4	2	4
pdxB	U00096.3	2436715	2437851	-	1137	49	35	50	50	31	36	42	48	44
flk	U00096.3	2437950	2438945	+	996	35	31	42	40	39	41	35	40	37
yfcJ	U00096.3	2438942	2440120	-	1179	5	2	5	1	1	2	2	2	2
fabB	U00096.3	2440385	2441605	-	1221	80	85	112	85	102	93	113	112	100
mnmC	U00096.3	2441764	2443770	+	2007	5	13	24	13	7	4	10	10	18
yfcL	U00096.3	2443891	2444169	-	279	3	3	5	1	2	2	1	2	0
epmC	U00096.3	2444203	2444751	-	549	5	2	0	0	4	4	1	3	1
yfcA	U00096.3	2444751	2445560	-	810	6	4	3	3	4	4	3	3	2
mepA	U00096.3	2445560	2446384	-	825	18	24	22	23	23	27	20	15	31
aroC	U00096.3	2446388	2447473	-	1086	59	74	83	63	58	78	59	70	89
prmB	U00096.3	2447508	2448440	-	933	12	10	26	12	6	12	5	10	18
smrB	U00096.3	2448606	2449157	+	552	7	7	7	8	7	8	13	6	9
yfcO	U00096.3	2449228	2450049	-	822	37	47	40	40	20	38	29	29	37
yfcP	U00096.3	2450051	2450590	-	540	3	1	2	1	0	0	1	0	2
yfcQ	U00096.3	2450587	2451075	-	489	3	2	3	3	0	3	1	1	0
yfcR	U00096.3	2451072	2451584	-	513	1	0	1	0	0	1	0	1	0
yfcS	U00096.3	2451584	2452336	-	753	1	0	1	3	1	0	1	0	1
yfcV	U00096.3	2455083	2455646	-	564	2	0	2	1	0	1	0	0	0
sixA	U00096.3	2456327	2456812	-	486	83	131	92	101	61	112	74	95	85
fadJ	U00096.3	2457015	2459159	-	2145	11	8	7	3	8	9	8	11	9
fadI	U00096.3	2459159	2460469	-	1311	3	3	1	3	1	3	2	3	2
yfcZ	U00096.3	2460650	2460934	-	285	18	17	29	20	16	22	24	14	11
fadL	U00096.3	2461306	2462646	+	1341	8	7	6	8	6	3	7	8	5
yfdF	U00096.3	2463012	2464070	+	1059	1	0	1	0	2	1	2	0	1
mlaA	U00096.3	2464252	2465007	-	756	24	22	28	30	18	17	23	19	25
yfdC	U00096.3	2465301	2466233	+	933	10	10	7	9	8	6	9	3	2
argW	U00096.3	2466309	2466383	+	75	0	0	0	2	0	1	1	0	0
intS	U00096.3	2466545	2467702	+	1158	4	2	6	5	2	3	0	6	5
yfdG	U00096.3	2467855	2468217	+	363	2	0	4	1	4	5	2	1	2
yfdH	U00096.3	2468214	2469134	+	921	1	4	1	2	2	1	1	4	5
yfdI	U00096.3	2469131	2470462	+	1332	3	0	5	3	0	1	3	0	3
yfdK	U00096.3	2471077	2471517	-	441	16	12	17	11	8	8	7	13	5
yfdM	U00096.3	2472112	2472387	-	276	0	0	0	0	2	0	0	0	0
yfdN	U00096.3	2472387	2472881	-	495	0	1	0	3	0	0	0	0	1
yfdO	U00096.3	2472878	2473246	-	369	0	0	0	0	0	0	0	0	0
yfdP	U00096.3	2473604	2473966	+	363	3	0	2	0	0	0	0	0	0
yfdQ	U00096.3	2474032	2474856	+	825	0	2	4	1	0	2	2	0	0
yfdR	U00096.3	2474984	2475520	+	537	0	2	0	0	0	1	1	0	0
yfdS	U00096.3	2475511	2475873	+	363	1	0	3	0	0	0	1	1	2
yfdT	U00096.3	2475873	2476178	+	306	1	1	1	0	0	3	0	1	3
ypdJ	U00096.3	2476094	2476234	+	141	2	1	1	1	0	1	1	2	0
torI	U00096.3	2476310	2476510	+	201	36	35	42	44	29	31	34	45	40
dsdC	U00096.3	2476694	2477629	-	936	13	19	14	14	16	10	14	9	11
dsdX	U00096.3	2477847	2479184	+	1338	7	7	2	6	0	3	4	1	5
dsdA	U00096.3	2479202	2480530	+	1329	4	3	10	7	2	3	1	3	2
emrY	U00096.3	2480638	2482176	-	1539	0	0	2	1	3	1	0	0	0
emrK	U00096.3	2482176	2483339	-	1164	1	0	2	2	4	2	3	2	1
evgA	U00096.3	2483755	2484369	+	615	4	5	4	5	4	3	3	5	4
evgS	U00096.3	2484374	2487967	+	3594	10	13	19	6	10	6	3	6	6
yfdE	U00096.3	2488023	2489168	-	1146	4	2	1	2	1	2	1	5	0
yfdV	U00096.3	2489242	2490186	-	945	1	3	2	0	0	1	1	0	0
oxc	U00096.3	2490256	2491950	-	1695	2	1	0	4	0	1	1	3	0
frc	U00096.3	2492004	2493254	-	1251	2	2	2	2	0	2	4	0	1
yfdX	U00096.3	2493767	2494402	-	636	1	2	0	1	0	1	1	1	3
ypdI	U00096.3	2494698	2494973	+	276	0	1	5	0	0	2	0	2	1
yfdY	U00096.3	2495050	2495292	-	243	1	0	3	3	2	2	0	0	4
lpxP	U00096.3	2495645	2496565	+	921	7	3	5	4	4	2	3	0	1
ypdK	U00096.3	2496921	2496992	+	72	92	78	113	80	88	75	89	84	102
alaC	U00096.3	2497057	2498295	-	1239	16	12	20	22	21	17	17	15	12
ypdA	U00096.3	2498671	2500368	+	1698	4	8	8	8	5	10	6	9	9
ypdB	U00096.3	2500383	2501117	+	735	47	30	39	45	29	47	47	26	30
ypdC	U00096.3	2501130	2501987	+	858	3	3	4	4	2	2	4	2	3
fryA	U00096.3	2501990	2504485	-	2496	11	5	8	7	9	9	4	7	9
ypdE	U00096.3	2504510	2505547	-	1038	4	6	2	3	5	4	1	3	1
ypdF	U00096.3	2505547	2506632	-	1086	1	3	4	4	4	2	0	4	2
fryC	U00096.3	2506647	2507894	-	1248	2	3	4	3	0	0	0	2	3
fryB	U00096.3	2507916	2508242	-	327	1	0	0	1	0	0	0	4	1
glk	U00096.3	2508461	2509426	-	966	29	21	29	20	23	28	22	21	35
yfeO	U00096.3	2509630	2510886	+	1257	1	3	2	1	2	1	3	2	1
ypeC	U00096.3	2511001	2511327	+	327	15	10	9	11	0	7	2	9	2
mntH	U00096.3	2511468	2512706	-	1239	8	11	2	7	4	6	5	1	8
nupC	U00096.3	2513042	2514244	+	1203	23	27	32	25	24	18	25	22	38
insL-3	U00096.3	2514331	2515443	+	1113	15	17	17	16	15	20	15	13	21
pdeA	U00096.3	2515643	2517832	-	2190	6	7	7	5	7	5	4	2	5
alaX	U00096.3	2518041	2518116	-	76	0	0	0	0	0	0	0	0	0
alaW	U00096.3	2518156	2518231	-	76	0	1	0	0	0	0	0	0	0
yfeC	U00096.3	2518467	2518811	+	345	52	56	68	47	47	45	49	42	48
yfeD	U00096.3	2518813	2519205	+	393	109	98	129	95	59	76	80	78	94
gltX	U00096.3	2519257	2520672	-	1416	53	55	73	79	60	59	59	61	77
valU	U00096.3	2520931	2521006	+	76	0	0	0	0	0	0	0	0	0
valX	U00096.3	2521051	2521126	+	76	1	2	0	4	1	1	2	1	3
valY	U00096.3	2521173	2521248	+	76	0	0	0	1	0	0	0	0	2
lysV	U00096.3	2521253	2521328	+	76	0	0	0	0	0	1	0	0	2
xapR	U00096.3	2521593	2522477	-	885	5	5	5	4	7	8	3	5	8
xapB	U00096.3	2522729	2523985	-	1257	1	2	5	2	1	2	4	1	0
xapA	U00096.3	2524045	2524878	-	834	3	1	1	1	0	4	1	1	0
yfeN	U00096.3	2525127	2525891	+	765	17	18	19	19	11	18	11	17	12
yfeR	U00096.3	2525930	2526856	-	927	4	2	4	2	3	6	3	2	0
yfeH	U00096.3	2526946	2527944	+	999	2	3	5	5	2	7	7	5	6
ypeB	U00096.3	2527941	2528159	-	219	5	4	7	2	2	6	3	6	5
ligA	U00096.3	2528161	2530176	-	2016	26	28	32	20	18	29	29	27	29
zipA	U00096.3	2530247	2531233	-	987	145	145	158	133	119	127	126	152	156
cysZ	U00096.3	2531463	2532224	+	762	14	24	31	19	13	13	16	21	16
cysK	U00096.3	2532409	2533380	+	972	51	35	42	46	33	38	23	30	32
ptsH	U00096.3	2533764	2534021	+	258	94	81	108	71	86	108	92	99	127
ptsI	U00096.3	2534066	2535793	+	1728	359	350	396	356	326	352	345	355	385
crr	U00096.3	2535834	2536343	+	510	277	325	317	274	233	272	270	249	289
pdxK	U00096.3	2536386	2537237	-	852	8	5	6	3	5	9	8	2	8
yfeK	U00096.3	2537342	2537716	+	375	1	3	6	0	3	2	3	1	4
yfeS	U00096.3	2537749	2538483	+	735	11	20	5	5	6	11	5	8	7
cysM	U00096.3	2538672	2539583	-	912	6	6	6	9	3	4	3	3	5
cysA	U00096.3	2539717	2540814	-	1098	3	7	5	8	5	3	2	2	3
cysW	U00096.3	2540804	2541679	-	876	2	2	0	0	0	0	1	0	0
cysU	U00096.3	2541679	2542512	-	834	0	1	1	1	0	1	0	1	0
cysP	U00096.3	2542512	2543528	-	1017	5	3	4	2	0	4	0	0	1
ucpA	U00096.3	2543832	2544623	-	792	22	32	42	33	32	30	28	29	30
murR	U00096.3	2544752	2545609	-	858	4	3	5	5	6	3	1	2	2
murQ	U00096.3	2545773	2546669	+	897	5	5	4	6	4	5	1	3	1
murP	U00096.3	2546673	2548097	+	1425	2	3	1	2	4	3	1	4	3
yfeW	U00096.3	2548102	2549406	+	1305	12	6	8	5	3	6	6	6	7
yfeX	U00096.3	2549646	2550545	-	900	15	19	16	15	12	8	13	10	7
yfeY	U00096.3	2550641	2551216	-	576	53	59	58	58	49	48	35	43	42
yfeZ	U00096.3	2551277	2551726	-	450	3	2	1	1	2	2	3	4	1
ypeA	U00096.3	2551713	2552138	-	426	1	2	1	4	4	4	1	1	2
amiA	U00096.3	2552352	2553221	+	870	16	22	21	18	12	22	17	21	17
hemF	U00096.3	2553225	2554124	+	900	8	7	4	14	4	10	4	2	5
eutR	U00096.3	2554130	2555182	-	1053	0	5	7	6	2	2	5	5	2
eutK	U00096.3	2555228	2555728	-	501	2	2	1	2	1	2	0	0	0
eutL	U00096.3	2555741	2556400	-	660	4	0	4	1	1	1	0	0	1
eutC	U00096.3	2556410	2557297	-	888	6	7	9	3	8	6	6	8	1
eutB	U00096.3	2557318	2558679	-	1362	22	16	17	15	29	18	21	20	18
intZ	U00096.3	2558858	2560066	+	1209	4	4	4	1	4	1	2	2	2
yffL	U00096.3	2560257	2560898	+	642	33	27	36	32	23	26	22	19	37
yffM	U00096.3	2561368	2561613	+	246	1	1	1	1	0	0	3	1	4
yffN	U00096.3	2561625	2561993	+	369	2	0	4	2	0	1	5	1	4
yffO	U00096.3	2562111	2562527	+	417	1	1	1	1	0	2	3	0	3
yffP	U00096.3	2562524	2563117	+	594	1	1	0	1	1	1	1	0	2
yffQ	U00096.3	2563592	2563969	+	378	1	0	0	0	1	0	0	2	1
yffR	U00096.3	2563980	2564372	+	393	43	47	66	46	36	45	36	38	35
yffS	U00096.3	2564523	2565332	+	810	30	32	27	19	26	26	28	22	20
eutA	U00096.3	2565481	2566884	-	1404	6	11	4	6	6	9	9	2	5
eutH	U00096.3	2566881	2568107	-	1227	18	10	7	7	8	10	6	6	7
eutG	U00096.3	2568324	2569511	-	1188	12	14	11	18	20	9	14	9	12
eutJ	U00096.3	2569501	2570337	-	837	6	1	3	6	3	4	2	6	3
eutE	U00096.3	2570348	2571751	-	1404	18	18	20	29	11	15	23	22	27
eutN	U00096.3	2571763	2572050	-	288	12	9	2	9	4	9	12	8	9
eutM	U00096.3	2572157	2572450	-	294	34	43	29	38	23	26	25	31	23
eutD	U00096.3	2572489	2573505	-	1017	32	20	21	15	16	14	12	16	22
eutT	U00096.3	2573502	2574305	-	804	7	4	4	5	3	7	11	4	9
eutQ	U00096.3	2574302	2575003	-	702	19	15	28	26	16	20	23	19	24
eutP	U00096.3	2574978	2575457	-	480	123	117	105	157	102	122	125	123	109
eutS	U00096.3	2575470	2575805	-	336	31	22	26	27	15	23	28	12	26
maeB	U00096.3	2576098	2578377	-	2280	68	61	98	73	54	68	67	67	79
talA	U00096.3	2578666	2579616	+	951	12	10	10	8	7	12	6	9	14
tktB	U00096.3	2579636	2581639	+	2004	17	17	11	13	11	13	12	7	7
ypfG	U00096.3	2581734	2582777	-	1044	0	5	4	4	2	2	1	6	10
nudK	U00096.3	2582903	2583478	-	576	10	6	12	4	6	5	10	5	2
aegA	U00096.3	2583546	2585525	-	1980	14	12	15	16	12	13	13	22	8
narQ	U00096.3	2585731	2587431	+	1701	7	15	11	9	13	15	8	15	16
acrD	U00096.3	2587595	2590708	+	3114	4	7	17	7	6	11	6	6	11
ypfM	U00096.3	2590807	2590866	-	60	260	290	312	272	158	267	212	222	214
yffB	U00096.3	2591247	2591603	+	357	3	5	6	8	7	3	2	5	2
dapE	U00096.3	2591607	2592734	+	1128	15	14	18	14	11	19	8	6	10
ypfN	U00096.3	2592762	2592962	+	201	6	1	3	4	4	6	0	1	4
ypfH	U00096.3	2593072	2593770	-	699	43	43	34	25	26	32	19	39	20
tmcA	U00096.3	2593844	2595859	-	2016	5	11	7	8	6	7	10	4	5
ypfJ	U00096.3	2595874	2596737	-	864	20	14	13	12	6	15	5	9	12
purC	U00096.3	2596905	2597618	-	714	12	18	19	11	12	15	13	18	11
bamC	U00096.3	2597831	2598865	-	1035	41	61	61	52	41	54	49	51	51
dapA	U00096.3	2598882	2599760	-	879	133	123	154	131	142	122	155	166	166
gcvR	U00096.3	2599906	2600478	+	573	17	8	15	14	7	9	8	14	9
bcp	U00096.3	2600478	2600948	+	471	14	9	10	6	21	7	12	10	10
hyfA	U00096.3	2601201	2601818	+	618	0	0	0	1	0	1	0	0	0
hyfB	U00096.3	2601818	2603836	+	2019	5	2	7	1	7	2	4	3	4
hyfC	U00096.3	2603847	2604794	+	948	0	2	2	1	3	0	1	2	3
hyfD	U00096.3	2604811	2606250	+	1440	1	1	2	4	1	1	2	1	1
hyfE	U00096.3	2606262	2606912	+	651	2	0	1	1	0	1	2	0	0
hyfF	U00096.3	2606917	2608497	+	1581	2	0	3	2	1	1	1	0	2
hyfG	U00096.3	2608487	2610154	+	1668	1	2	3	2	3	2	1	3	0
hyfH	U00096.3	2610164	2610709	+	546	1	4	3	0	0	2	1	0	0
hyfI	U00096.3	2610706	2611464	+	759	2	0	3	1	1	0	0	0	0
hyfJ	U00096.3	2611457	2611870	+	414	0	1	0	1	0	0	1	0	0
