Name	Direction	TU_start	TU_end	Genes
pdeL	+	331873.0	333459.0	pdeL
carB	+	30775.0	34038.0	carB
ymgE	+	1244555.0	1244982.0	ymgE
yfdONMLK	-	2471077.0	2473246.0	yfdO,yfdN,yfdM,yfdL,yfdK
rpmF-plsX-fabHDG	+	1147338.0	1151404.0	fabG,fabD,fabH,plsX,rpmF
trpL	-	1322975.0	1323108.0	trpL
ybcK	+	568751.0	570428.0	ybcK
ompC	-	2311610.0	2312887.0	ompC
uxaCA	-	3241827.0	3244857.0	uxaA,uxaC
mokB	-	1491962.0	1492305.0	mokB
emrE	+	568315.0	568647.0	emrE
rspA-rspB	-	1652896.0	1655171.0	rspA,rspB
yifN	-	3960012.0	3960460.0	yifN
ppiC	-	3959532.0	3959841.0	ppiC
ybgIJKL-nei	+	742619.0	746726.0	nei,pxpA,pxpC,pxpB,ybgI
fryBC-ypdFE-fryA	-	2501990.0	2508242.0	fryB,fryC,ypdF,ypdE,fryA
aroL-yaiA-aroM	+	406280.0	408105.0	aroM,yaiA,aroL
hxpB	+	1809326.0	1810048.0	hxpB
infA-serW	-	925884.0	926685.0	serW,infA
ybdG	-	603416.0	604663.0	ybdG
mcrBC	-	4576912.0	4579337.0	mcrC,mcrB
yfeH	+	2526909.0	2527944.0	yfeH
fnrS	+	1409129.0	1409250.0	fnrS
ycjY-ymjDC-mpaA	-	1389870.0	1392072.0	mpaA,ymjC,ymjD,ycjY
araFGH	-	1982554.0	1986238.0	araH,araG,araF
bcsABZC	-	3685700.0	3695236.0	bcsC,bcsZ,bcsB,bcsA
fhuACDB	+	167442.0	173444.0	fhuA,fhuC,fhuD,fhuB
yagML	-	293220.0	294799.0	yagM,yagL
wrbA-yccJ	-	1066864.0	1067758.0	wrbA,yccJ
ycaN	-	948660.0	949568.0	ycaN
flhBAE	-	1962580.0	1966216.0	flhE,flhA,flhB
ycjY	-	1390933.0	1392072.0	ycjY
insA1B1AB1	-	19811.0	20508.0	insA1,insB1,insAB1
rpoZ-spoT-trmH-recG	+	3822077.0	3827291.0	rpoZ,spoT,trmH,recG
hns	-	1292461.0	1292958.0	hns
mglBAC	-	2236743.0	2240566.0	mglC,mglA,mglB
cspD	-	922366.0	922676.0	cspD
eptB	-	3708784.0	3710581.0	eptB
tisB	+	3853337.0	3853689.0	tisB,tisA
clsA-yciU	-	1306821.0	1308673.0	yciU,clsA
yhaH	+	3252249.0	3252669.0	yhaH
speF-potE	-	716946.0	720822.0	speFL,potE,speF
ygcNOP	+	2892572.0	2894771.0	ygcP,ygcO,ygcN
lysP	-	2247063.0	2248560.0	lysP
ybcW	+	579805.0	580086.0	ybcW
bcsEFG	+	3696443.0	3699893.0	bcsG,bcsF,bcsE
citCDEFXG	-	646631.0	652039.0	citC,citD,citE,citF,citX,citG
iraM	-	1211680.0	1212123.0	iraM
serB-radA	+	4624856.0	4627294.0	radA,serB
yjeV	+	4392736.0	4392945.0	yjeV
yagK	-	292322.0	293118.0	yagK
ybjS	-	905740.0	906898.0	ybjS
ynjE	+	1839440.0	1840774.0	ynjE
cspI	-	1638455.0	1638812.0	cspI
hslO	+	3529672.0	3530652.0	hslO
fbaB	-	2177512.0	2178667.0	fbaB
aroD	+	1774571.0	1775444.0	aroD
kilR-ydaE	-	1417838.0	1418229.0	kilR,ydaE
rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ	-	3442618.0	3448222.0	rpmJ,secY,rplO,rpmD,rpsE,rplR,rplF,rpsH,rpsN,rplE,rplX,rplN
insH-11	-	3652182.0	3653269.0	insH11
sapABCDF	-	1351828.0	1357110.0	sapA,sapB,sapC,sapD,sapF
ybfOC	+	734220.0	736219.0	ybfC,ybfO
kdgK	+	3679419.0	3680348.0	kdgK
yfbU-hxpA	-	2411439.0	2412594.0	yfbU,hxpA
ymcE-gnsA	+	1051830.0	1052240.0	gnsA,ymcE
yiiF	+	4079562.0	4080025.0	yiiF
yebW	+	1921957.0	1922312.0	yebW
rbsDACBZKR	+	3933322.0	3939219.0	rbsZ,rbsR,rbsD,rbsA,rbsC,rbsB,rbsK
ybaZ	-	475982.0	476371.0	ybaZ
yhbP	-	3299472.0	3299915.0	yhbP
dsbC	-	3038112.0	3038834.0	dsbC
ssrA	+	2755586.0	2755955.0	ssrA
moaBCDE	+	817977.0	819747.0	moaE,moaD,moaC,moaB
yqjG	+	3250974.0	3252010.0	yqjG
essQ-ydfR-rrrQ-rzpQ-rzoQ	-	1639030.0	1640585.0	rzoQ,essQ,ydfR,rrrQ,rzpQ
ytfQRT-yjfF	+	4449817.0	4454578.0	yjfF,ytfT,ytfR,ytfQ
ydhYVW	-	1751077.0	1754642.0	ydhY,ydhV,ydhW
gcvR	+	2599806.0	2600478.0	gcvR
yjfIJ	+	4410133.0	4411251.0	yjfJ,yjfI
insZ	-	1294426.0	1295322.0	insZ
rpoS	-	2866559.0	2868118.0	rpoS
insE3EF3F3	+	566842.0	568004.0	insF3,insE3,insEF3
pinQ	+	1633584.0	1634212.0	pinQ
syd	-	2924735.0	2925369.0	syd
ycjG	+	1388874.0	1389895.0	ycjG
ygdI	-	2942918.0	2943263.0	ygdI
torCAD	+	1058056.0	1062398.0	torC,torA,torD
glnS	+	705999.0	707978.0	glnS
ygfI	-	3066277.0	3067173.0	srsR
aspT	+	3946780.0	3946948.0	aspT
yedI	-	2028449.0	2029461.0	yedI
pdxH-tyrS-pdxY	-	1715026.0	1718034.0	pdxY,tyrS,pdxH
hemN	+	4051943.0	4053418.0	hemN
glgAP	-	3564082.0	3568392.0	glgP,glgA
yjbJ	+	4259237.0	4259446.0	yjbJ
baeSR	+	2162876.0	2164998.0	baeS,baeR
rpsA-ihfB	+	961717.0	964173.0	ihfB,rpsA
gadE-mdtEF	+	3658062.0	3663527.0	gadF,mdtF,mdtE,gadE
pgaABCD	-	1086106.0	1092523.0	pgaD,pgaC,pgaB,pgaA
fusA-tufA	-	3470145.0	3473685.0	tufA,fusA
rutR	+	1074113.0	1074880.0	rutR
sdhE-ygfX	-	3040416.0	3041099.0	sdhE,ygfX
cdh	+	4109907.0	4110730.0	cdh
yihPO	-	4064363.0	4067194.0	yihP,yihO
phnLMNOP	-	4314344.0	4317895.0	phnP,phnO,phnN,phnM,phnL
argD	-	3488960.0	3490221.0	argD,yrfJ
sraB	+	1146589.0	1146757.0	sraB
ypfJ-tmcA	-	2593844.0	2596737.0	ypfJ,tmcA
yjbEFGH	+	4235858.0	4239730.0	yjbH,yjbG,yjbF,yjbE
satP	-	9928.0	10494.0	satP
yadGH	+	142779.0	144472.0	yadH,yadG
trpR	+	4632704.0	4633144.0	trpR
folB	-	3204221.0	3204648.0	folB
uppS-cdsA	+	194784.0	196534.0	cdsA,ispU
ybiB	+	835248.0	836210.0	ybiB
yffS	+	2564400.0	2565332.0	yffS
secB-gpsA	-	3782642.0	3784203.0	secB,gpsA
ygeX	+	3007510.0	3008706.0	ygeX
fiu	-	839249.0	841648.0	fiu
yffB-dapE-ypfN	+	2591247.0	2592962.0	ypfN,dapE,yffB
selC	+	3836198.0	3836316.0	selC
yceI	-	1117901.0	1118641.0	yceI
gabDTP	+	2790912.0	2795653.0	gabP,gabT,gabD
stfZ	-	104948.0	105499.0	stfZ
glpD	+	3561971.0	3563518.0	glpD
gstA	+	1714327.0	1714982.0	gstA
yjbFGH	+	4236262.0	4239730.0	yjbH,yjbG,yjbF
ybjM	+	889885.0	890466.0	ybjM
blr	+	1704512.0	1704676.0	blr
ppiD	+	461819.0	463786.0	ppiD
yfbV	-	2412677.0	2413132.0	yfbV
yaeP-rof	-	213678.0	214187.0	yaeP,rof
ygeF	+	2990554.0	2991043.0	ygeF
ypjC	-	2784529.0	2785011.0	ypjC
trxC	+	2718675.0	2719154.0	trxC
rlmM	-	2940143.0	2941243.0	rlmM
tolC-ygiBC	+	3178004.0	3181581.0	ygiC,ygiB,tolC,ygiA
uspA	+	3639983.0	3640591.0	uspA
nanA	-	3372683.0	3373620.0	nanA
ileX	+	3215597.0	3215716.0	ileX
rluC	+	1144940.0	1145899.0	rluC
yciA	-	1311848.0	1312414.0	yciA
fadE	-	240859.0	243406.0	fadE
flu	+	2071474.0	2074658.0	flu
ybjG	-	882792.0	883508.0	ybjG
yafF	+	239190.0	239378.0	yafF
yhhH	+	3623399.0	3623782.0	yhhH
yhjX	-	3710799.0	3712043.0	yhjX
rpsT	-	20771.0	21210.0	rpsT
sfsA-dksA	-	160149.0	161515.0	dksA,sfsA
fabHDG	+	1148516.0	1151404.0	fabH,fabD,fabG
xtpA	+	345252.0	345434.0	xtpA
mtr	-	3304573.0	3305932.0	mtr
yccT	-	1027111.0	1027837.0	csgI
dnaKJ	+	12048.0	15298.0	tpke11,dnaK,dnaJ
rplT-pheM	-	1799161.0	1799763.0	pheM,rplT
dgoRKADT	-	3870438.0	3875185.0	dgoR,dgoK,dgoA,dgoD,dgoT
pheU	-	4362509.0	4362627.0	pheU
rdgC	-	409108.0	410019.0	rdgC
glsA-ybaT	+	511573.0	513868.0	ybaT,glsA
msyB	-	1113807.0	1114213.0	msyB
macAB	+	919235.0	922293.0	macB,macA
aslB	+	3982781.0	3984193.0	aslB
fruBKA	-	2259719.0	2263597.0	fruA,fruK,fruB
metC	+	3152075.0	3153423.0	metC
insA3B3AB3	-	290649.0	291346.0	insA3,insB3,insAB3
rpmBG	-	3811209.0	3811995.0	rpmG,rpmB
dacB	+	3328857.0	3330396.0	dacB
dgkA	+	4256457.0	4257005.0	dgkA
yeeP	+	2070786.0	2071211.0	yeeP
glmZ	+	3986432.0	3986603.0	glmZ
betIBA	-	325577.0	329361.0	betA,betB,betI
adiY	-	4337168.0	4338042.0	adiY
asnS	-	987392.0	989044.0	asnS
potFGHI	+	893634.0	897929.0	potF,potG,potH,potI
lepAB	-	2704335.0	2707196.0	lepA,lepB
yneJ	+	1614780.0	1615685.0	ptrR
paaZ	-	1451597.0	1453670.0	paaZ
wcaKLM	-	2114502.0	2118404.0	wcaK,wcaL,wcaM
folX-yfcH	+	2421301.0	2422601.0	yfcH,folX
umpH	-	699574.0	700352.0	umpH
ymfED	-	1196867.0	1198237.0	ymfE,ymfD
yqjD	+	3249270.0	3249680.0	yqjD
add	+	1702202.0	1703234.0	add
asnU	+	2059845.0	2059966.0	asnU
yaeR	+	211858.0	212266.0	yaeR
yfhG	-	2688793.0	2689506.0	qseG
cueO	+	137045.0	138633.0	cueO
yraM	+	3293400.0	3295436.0	lpoA
chiA	-	3467160.0	3469896.0	chiA
rsd	-	4196332.0	4196954.0	rsd
yciY	+	1308788.0	1308961.0	yciY
alr	+	4265589.0	4266861.0	alr
infC-rpmI-rplT	-	1799363.0	1800818.0	rplT,rpmI,infC
yggX	+	3103993.0	3104368.0	yggX
pstB-phoU	-	3906853.0	3908556.0	phoU,pstB
ygiH	+	3204694.0	3205311.0	plsY
yjcH-actP	-	4283253.0	4285213.0	actP,yjcH
dcuD	+	3374583.0	3376236.0	dcuD
focA-pflB	-	951207.0	954814.0	pflB,focA
mfd	-	1170518.0	1174028.0	mfd
sibB	+	2153646.0	2153781.0	sibB
mazEFG	-	2909894.0	2911368.0	mazG,mazF,mazE
sseA	+	2652391.0	2653339.0	sseA
aer	-	3217556.0	3219120.0	aer
yegH	+	2137863.0	2139485.0	yegH
edd-eda	-	1932085.0	1934713.0	eda,edd
yadI	+	144577.0	145017.0	yadI
yeaY	-	1889951.0	1890561.0	yeaY
ybjK	+	887423.0	887959.0	rcdA
yahC	-	334525.0	335068.0	yahC
yccR	+	1021083.0	1021767.0	sxy
yrdA	+	3429236.0	3429790.0	yrdA
gapC_1C	-	1489713.0	1490713.0	gapC
tynA	-	1449076.0	1451409.0	tynA
rutABCDEFG	-	1068511.0	1074026.0	rutA,rutB,rutC,rutD,rutE,rutF,rutG
yhaBC	+	3267816.0	3269602.0	yhaC,yhaB
ydfUT	-	1642489.0	1644304.0	ydfU,ydfT
msrA	-	4441538.0	4442261.0	msrA
ykgA	-	316450.0	317136.0	ykgA
ygjQ	+	3236365.0	3237232.0	ygjQ
ppA	-	4449122.0	4449686.0	ppa
frvABXR	-	4088107.0	4092823.0	frvA,frvB,frvX,frvR
yfiK	+	2715423.0	2716010.0	eamB
yebF	-	1930034.0	1930390.0	yebF
yedEF	+	2008155.0	2009712.0	yedF,yedE
nfsB	-	604771.0	605453.0	nfsB
yihLM	+	4060253.0	4062145.0	yihM,yihL
ykfA-yafZ	-	267184.0	268960.0	ykfA,yafZ
hemL	-	173602.0	174941.0	hemL
cmk-rpsA	+	961165.0	963716.0	rpsA,cmk
atpBEFHAGDC	-	3915508.0	3922270.0	atpC,atpD,atpG,atpA,atpH,atpF,atpE,atpB
yfcZ	-	2460650.0	2460979.0	yfcZ
gltA	-	753126.0	754767.0	gltA,ybgV
ycgI	+	1223564.0	1223907.0	ycgI
metK	+	3086577.0	3087860.0	metK
cmr	+	883569.0	884938.0	mdfA
rpsP-rimM-trmD-rplS	-	2744115.0	2746254.0	rplS,trmD,rimM,rpsP
yohC	-	2225044.0	2225679.0	yohC
dosCP	-	1563276.0	1567140.0	dosP,dosC
rtcR	+	3558268.0	3559866.0	rtcR
yjiHG-iadA	-	4558354.0	4560680.0	yjiH,yjiG,iadA
ffs	+	476288.0	476561.0	ffs
oxyS	-	4158278.0	4158394.0	oxyS
yhfK	+	3486791.0	3488893.0	yhfK
ydaM	-	1406563.0	1407795.0	dgcM
ymfJ	-	1201776.0	1202259.0	ymfJ
ybiYW	-	860174.0	863511.0	ybiY,ybiW
yoaB	+	1893321.0	1893711.0	yoaB
truD	-	2870255.0	2871304.0	truD
ohsC	+	2700518.0	2700598.0	ohsC
srmB	+	2712876.0	2714230.0	srmB
yajC-secDF	+	427205.0	430476.0	secF,secD,yajC
psuT	-	2256085.0	2257496.0	psuT
ftsP	-	3161257.0	3162866.0	ftsP
yahN	-	345666.0	346436.0	yahN
sppA	+	1848711.0	1850738.0	sppA
tolB-pal-ybgF	+	777537.0	780389.0	cpoB,pal,tolB
yceK	+	1113579.0	1113806.0	yceK
yodB	+	2042176.0	2042898.0	yodB
yjiC	-	4555490.0	4556320.0	yjiC
yiaY	-	3756676.0	3757928.0	yiaY
ygaVP	+	2797211.0	2798044.0	ygaP,ygaV
rnk	-	643557.0	644180.0	rnk
emrKY	-	2480638.0	2483448.0	emrY,emrK
ppk-ppx	+	2622874.0	2626656.0	ppx,ppk
clpS	+	922751.0	923233.0	clpS
accD	-	2432963.0	2434015.0	accD
glyA	-	2684075.0	2685574.0	glyA
motRAB-cheAW	-	1972771.0	1977302.0	motR,cheW,cheA,motB,motA
ybfA	+	729037.0	729340.0	ybfA
fadM	+	464360.0	464800.0	fadM
nanR	-	3373698.0	3374703.0	nanR
pstS	-	3910443.0	3911568.0	pstS
rprA	+	1770372.0	1770477.0	rprA
yqaE-kbp	-	2796337.0	2797085.0	kbp,yqaE
wza-wzb-wzc-wcaAB	-	2132067.0	2137583.0	wcaB,wcaA,wzc,wzb,wza
pspF	-	1366818.0	1368040.0	pspF
acpP	+	1151575.0	1151887.0	acpP
yacH	-	129407.0	131466.0	yacH
yjbI	+	4250703.0	4252283.0	yjbI
pdeB	-	477067.0	478617.0	pdeB
murQP	+	2545733.0	2548097.0	murP,murQ
puuAP	-	1357802.0	1360968.0	ymjE,puuP,puuA
folD-ybcJ	-	556661.0	557781.0	folD,ybcJ
eaeH-insE1EF1F1	+	314357.0	316453.0	insF1,insE1,insEF1,eaeH
yciN	-	1330417.0	1330803.0	yciN
mntP	+	1905459.0	1906254.0	mntP
bioBFCD	+	809302.0	812947.0	bioB,bioF,bioC,bioD
ung	+	2716738.0	2717443.0	ung
modEF	-	792316.0	794644.0	modE,modF
cvpA-purF-ubiX	-	2428030.0	2430800.0	ubiX,purF,cvpA
yntF-ydfK	+	1632723.0	1633305.0	ynfT,ydfK
ybdJ	-	605951.0	606411.0	ybdJ
yehF	+	2196445.0	2197298.0	yehF
gdhA	+	1842308.0	1843714.0	gdhA
galS	-	2240628.0	2241710.0	galS
chiX	+	507204.0	507287.0	chiX
napFDAGHBC-ccmABCDEFGH	-	2291358.0	2303577.0	ccmH,ccmG,ccmF,ccmE,ccmD,ccmC,ccmB,ccmA,napC,napB,napH,napG,napA,napD,napF
yddE	-	1534965.0	1535869.0	yddE
ybgA-phr	+	738920.0	740925.0	phr,ybgA
ybaE	-	465612.0	467312.0	ybaE
ackA-pta	+	2413459.0	2416891.0	pta,ackA
yggX-mltC	+	3103993.0	3105512.0	mltC,yggX
actP	-	4283253.0	4284935.0	actP
yffO-yffP	+	2562053.0	2563117.0	yffP,yffO
rseX	+	2033649.0	2033739.0	rseX
glcC	+	3128206.0	3129036.0	glcC
ptrA	-	2955996.0	2959011.0	ptrA
yjbLM	+	4260159.0	4261306.0	yjbM,yjbL
narQ	+	2585577.0	2587431.0	narQ
ytjA	+	4612128.0	4612289.0	ytjA
yncJ	-	1508834.0	1509064.0	yncJ
nrdHIEF	+	2800656.0	2804461.0	nrdH,nrdI,nrdF,nrdE
yjjW	-	4614680.0	4615543.0	yjjW
yefM-yoeB	-	2089211.0	2089733.0	yefM,yoeB
yihN	+	4062166.0	4063512.0	yihN
ydeN	-	1580842.0	1582729.0	ydeN
cpxRA	-	4103602.0	4105686.0	cpxA,cpxR
yidA	-	3876140.0	3876952.0	yidA
C0293	+	1196711.0	1196782.0	C0293
yiaWV	-	3752963.0	3754428.0	yiaW,yiaV
pflB	-	951207.0	953925.0	pflB
nanCMS	-	4536614.0	4539928.0	nanS,nanM,nanC
yeeL	-	2052276.0	2053328.0	yeeL
nuoMN	-	2390005.0	2393041.0	nuoN,nuoM
mlrA	+	2214840.0	2215597.0	mlrA
ydgD	+	1671953.0	1672781.0	ydgD
sfmAC	+	558062.0	559666.0	sfmC,sfmA
ppiB-lpxH	-	553218.0	554437.0	ppiB,lpxH
cobUST	-	2063388.0	2065972.0	cobT,cobS,cobU
moeAB	-	864380.0	866394.0	moeB,moeA
yliI	+	878742.0	879857.0	yliI
istR-2	-	3853118.0	3853257.0	istR
malZ	+	422495.0	424553.0	malZ
nikABCDER	+	3613439.0	3618989.0	nikR,nikE,nikD,nikC,nikB,nikA
yqhD-dkgA	+	3155302.0	3157450.0	dkgA,yqhD
sad	-	1613315.0	1614799.0	sad
ptrB	-	1926779.0	1928865.0	ptrB
plaR	-	3741684.0	3742618.0	plaR
apt	+	491310.0	491963.0	apt
eutSPQTDM	-	2572157.0	2575805.0	eutS,eutP,eutQ,eutT,eutD,eutM
katE	+	1813814.0	1816282.0	katE
deaD	-	3305971.0	3307909.0	deaD
insK	+	3721065.0	3722049.0	insK
gor	+	3646112.0	3647651.0	gor
narGHJI	+	1279807.0	1286579.0	narG,narH,narJ,narI
yiaT	-	3751128.0	3751962.0	yiaT
hypT	-	4557378.0	4558317.0	hypT
fdoGHI-fdhE	-	4080299.0	4085848.0	fdhE,fdoI,fdoH,fdoG
gmhB	+	222806.0	223408.0	gmhB
ryjA	-	4277926.0	4278066.0	ryjA
ribF-ileS-lspA-fkpB-ispH	+	21383.0	27279.0	ribF,ileS,lspA,fkpB,ispH
allA	+	532390.0	532933.0	allA
psuKG	-	2257429.0	2259296.0	psuK,psuG
ycdZ	+	1100252.0	1100787.0	ycdZ
ypeA-yfeZ	-	2551277.0	2552138.0	ypeA,yfeZ
udp	+	4016391.0	4017192.0	udp
ybdD	+	631991.0	632379.0	ybdD
ndh	+	1165992.0	1167389.0	ndh
elaB	-	2380722.0	2381053.0	elaB
mcaS	-	1405658.0	1405751.0	mcaS
letAB	+	1916258.0	1920143.0	letB,letA
ilvY	-	3956883.0	3957867.0	ilvY
puuP	-	1357802.0	1359373.0	ymjE,puuP
ydgI-folM	+	1679557.0	1681698.0	folM,ydgI
manA	+	1688551.0	1689751.0	manA
yafL	+	246641.0	247461.0	yafL
pyrF-yciH	+	1341870.0	1342984.0	yciH,pyrF
ydhL	-	1725681.0	1725932.0	ydhL
ileY	-	2785762.0	2785837.0	ileY
insH4	+	1395971.0	1397092.0	insH4
sraG	+	3311183.0	3311398.0	sraG
yiiU	+	4118515.0	4118760.0	zapB
yncE	+	1523227.0	1524368.0	yncE
fdrA-ylbEF-ybcF	+	546506.0	551332.0	ybcF,ylbF,ylbE,fdrA
ybeD	-	662379.0	662706.0	ybeD
exuT	+	3245002.0	3246522.0	exuT
yqhJ	+	3111266.0	3111325.0	yqhJ
yhbW	+	3303448.0	3304455.0	yhbW
yeeN	+	2056754.0	2057574.0	yeeN
gntT	+	3546405.0	3547875.0	gntT
zapC	+	1005952.0	1006494.0	zapC
insC2D2CD2	-	1467921.0	1469149.0	insC2,insD2,insCD2
uhpTU	-	3845730.0	3847198.0	uhpU,uhpT
yjhP	-	4532437.0	4533183.0	yjhP
ysaB	-	3725413.0	3725902.0	ysaB
cedA	-	1813421.0	1813742.0	cedA
rhaM	-	4093124.0	4093438.0	rhaM
yaeF	-	216179.0	217135.0	yaeF
hdfR	-	3947128.0	3948021.0	hdfR
iraP	+	401319.0	401646.0	iraP
ygbJK	+	2861430.0	2863501.0	ygbK,ygbJ
ydeP	-	1584207.0	1586664.0	ydeP
pptA	+	1532858.0	1533285.0	pptA
xseB-ispA-dxs-yajO	-	437161.0	441373.0	yajO,dxs,ispA,xseB
tcyP	+	1810882.0	1812325.0	tcyP
ybeU-djlC	+	679462.0	681663.0	djlC,ybeU
ydjF	-	1854096.0	1854924.0	ydjF
nlpC	-	1792267.0	1792827.0	nlpC
ugd	-	2098447.0	2099735.0	ugd
abgABT-ogt	-	1399721.0	1404565.0	abgA,abgB,abgT,ogt
potABCD	-	1181783.0	1185594.0	potD,potC,potB,potA
intA	+	2756159.0	2757400.0	intA
pdxJ-acpS	-	2700618.0	2701813.0	acpS,pdxJ
ribC	-	1742601.0	1743458.0	ribC
insH-9	+	3130025.0	3131194.0	insH9
caiTABCDE	-	34781.0	42037.0	caiE,caiD,caiC,caiB,caiA,caiT
yfiL	+	2741315.0	2741725.0	yfiL
ycbC	-	972622.0	973401.0	elyC
xylE	-	4240734.0	4242291.0	xylE
uxuAB	+	4551518.0	4554361.0	uxuB,uxuA
caiF	+	34218.0	34695.0	caiF
mepS	+	2269811.0	2270545.0	mepS
sdhDAB	+	755404.0	758450.0	sdhB,sdhA,sdhD
cydAB	+	771170.0	774181.0	cydA,cydB
rcnB	+	2186884.0	2187298.0	rcnB
ydcSTUV-patD	+	1511599.0	1517002.0	patD,ydcV,ydcU,ydcT,ydcS
fadH	+	3231624.0	3233683.0	fadH
ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP	+	1203024.0	1208545.0	tfaP,ycfK,ymfQ,jayE,beeE,ymfR,ymfN,ymfM,ymfL,ymfT,oweE,aaaE
murA	-	3335235.0	3336494.0	murA
ydcO	-	1504905.0	1506080.0	ydcO
yjgD	+	4478445.0	4478889.0	rraB
ybaP	-	507286.0	508284.0	ybaP
argG	+	3318562.0	3319980.0	argG
tus	+	1684173.0	1685188.0	tus
folP-glmM	-	3322733.0	3324911.0	folP,glmM
glgBXCAP	-	3564082.0	3573657.0	glgP,glgA,glgC,glgX,glgB
yidR	-	3868062.0	3869412.0	yidR
uacT	+	3031367.0	3032815.0	uacT
phoPQ	-	1188316.0	1190508.0	phoQ,phoP
ycgX	-	1212703.0	1213284.0	ycgX
lon	+	458815.0	461242.0	lon
pntAB	-	1674972.0	1677975.0	pntB,pntA
nirBDC-cysG	+	3493987.0	3499201.0	nirB,nirD,nirC,cysG
acnA	+	1335424.0	1338506.0	ymiC,acnA
epd-pgk	-	3071431.0	3073823.0	pgk,epd
yfjJ	+	2760507.0	2761173.0	yfjJ
gfcE-etp-etk	-	1042030.0	1045803.0	gfcE,etp,etk
yijE	+	4136089.0	4137013.0	yijE
yghF	-	3112054.0	3112899.0	yghF
yegD	+	2147644.0	2149026.0	yegD
gadXW	-	3663541.0	3665839.0	gadW,gadX
yaeQ-arfB-nlpE	+	214280.0	215979.0	nlpE,arfB,yaeQ
rlmD	-	2913699.0	2915043.0	rlmD
yqeF	-	2984411.0	2985809.0	yqeF
yraH	+	3287276.0	3288010.0	yraH
yqeB	-	3012614.0	3014239.0	yqeB
btuD	-	1792809.0	1793583.0	btuD
slyD	-	3477907.0	3478699.0	slyD
yhgE	-	3530715.0	3532588.0	yhgE
yajQ	+	444658.0	445174.0	yajQ
uspG	-	641439.0	641903.0	uspG
hcxB	+	836351.0	837436.0	hcxB
proV	+	2804563.0	2806382.0	proV
nudI	+	2364525.0	2364979.0	nudI
pspE	+	1369689.0	1370003.0	pspE
gatZABCD	-	2171833.0	2176432.0	gatA,gatB,gatC,gatD,gatZ
btsT	-	4589129.0	4591367.0	btsT
lysZ	+	781369.0	781444.0	lysZ
yfjPQ	+	2767540.0	2769486.0	yfjQ,yfjP
alsRBACE	-	4307783.0	4313137.0	alsE,alsC,alsA,alsB,alsR
ybjC-nfsA-rimK-ybjN	+	890892.0	893433.0	ybjN,rimK,nfsA,ybjC
mrr	+	4586949.0	4587863.0	mrr
ytfJ	-	4438708.0	4439286.0	ytfJ
sufABCDSE	-	1758874.0	1764418.0	sufE,sufS,sufD,sufC,sufB,sufA
fieF	+	4106432.0	4107371.0	fieF
argO	-	3068173.0	3068836.0	argO
glpR	-	3559754.0	3560891.0	glpR
entH	+	629292.0	629713.0	entH
crcB	-	657555.0	658008.0	crcB
waaA	+	3808256.0	3809817.0	waaA
sokE	-	607733.0	607792.0	sokE
yheSTU	+	3481289.0	3484436.0	yheU,yheT,yheS
yehLMPQ	+	2204402.0	2210944.0	yehQ,yehP,yehM,yehL
yoaC	+	1893966.0	1894432.0	yoaC
yhiM	+	3634743.0	3635893.0	yhiM
hisS	-	2639301.0	2640642.0	hisS
fucO	-	2931865.0	2933223.0	fucO
comR	-	1168200.0	1168844.0	comR
pdxK	-	2536386.0	2537319.0	pdxK
ompX	+	850419.0	851009.0	ompX
nupG	+	3105651.0	3106970.0	nupG
ecpR	-	310746.0	311393.0	matA
exbBD	-	3150552.0	3152014.0	exbD,exbB
lptAB	+	3343299.0	3344669.0	lptB,lptA
yneO	-	1592665.0	1598086.0	yneO
yihI	+	4051308.0	4051856.0	yihI
nfeR	+	3216753.0	3217402.0	nfeR
yicJI	-	3832219.0	3836664.0	yicI,yicJ
envR	-	3412803.0	3413633.0	envR
cyoABCDE	-	446815.0	451653.0	cyoE,cyoD,cyoC,cyoB,cyoA
metBL	+	4128636.0	4132456.0	metL,metB
yggSTU-rdgB-hemW	+	3095098.0	3098403.0	hemW,rdgB,yggU,yggT,yggS
lpdA	+	127717.0	129394.0	lpd
rmf	+	1015650.0	1015924.0	rmf
ampH	-	395130.0	396363.0	ampH
yjaA	+	4213120.0	4213617.0	yjaA
tpx	-	1388305.0	1388844.0	tpx
ycaR-kdsB	+	970642.0	971598.0	kdsB,ycaR
talB	+	8191.0	9226.0	talB
hrpA	+	1483061.0	1486963.0	hrpA
basRS	-	4332181.0	4333950.0	basS,basR
hisL	+	2089965.0	2090140.0	hisL
uvrB	+	813152.0	815547.0	uvrB
ymdG	+	1079120.0	1079146.0	ymdG
rmuC	+	4017333.0	4018760.0	rmuC
relA-mazEF	-	2910756.0	2914277.0	mazF,mazE,relA
pepA	-	4484440.0	4486139.0	pepA
ynaJ	+	1397365.0	1397622.0	ynaJ
tyrV-tpr	-	1287009.0	1287328.0	tpr,tyrV
yccE	+	1064036.0	1065292.0	yccE
rrlB-rrfB	+	4168641.0	4171962.0	rrfB,rrlB
xseA	+	2634197.0	2635602.0	xseA
aegA	-	2583546.0	2585525.0	aegA
sdhCDAB	+	754958.0	758405.0	sdhB,sdhA,sdhD,sdhC
argW	+	2466308.0	2466383.0	argW
eda	-	1932085.0	1933109.0	eda
